T_ISSHOWITEM,Category,Garment,GarmentCode,Repairs & Alteration,Dry Cleaning,Extra Large Sheers,Express,Home Cleaning,Pressing Only,Laundry,Normal Laundry Bag,Load Wash,Long Laundry Bag,Long Suit Bag,Normal Suit Bag,Alteration & Repairs,Shoe Cleaning,Wash and Fold
1,Alterations,Dress Waist Reduction,DWR,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Alterations,Dress Zip Replacement,DZR,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Alterations,Duvet Patch Work,DPW,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Alterations,Duvet Restitch Tear Large,DRTL,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Alterations,Duvet Restitch Tear Small,DRT,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Alterations,Jacket Zip Repair,JZR,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Alterations,Labour Charges,LC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Alterations,Lint Removal,LR,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Alterations,Major Repairs A,MaRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Alterations,Major Repairs B,MaRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Alterations,Major Repairs C,MaRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Alterations,Major Repairs D,MaRD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Alterations,Major Repairs E,MaRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Alterations,Minor Repairs A,MRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Alterations,Minor Repairs B,MRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Alterations,Minor Repairs C,MRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Alterations,Minor Tear,MTS,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Alterations,Minor Tears Repair,MTR,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Alterations,Moderate Repairs A,MoRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Alterations,Moderate Repairs B,MoRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Alterations,Moderate Repairs C,MoRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Alterations,Moderate Repairs D,MoRD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Alterations,Moderate Repairs E,MoRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Alterations,Skirt Waist Smoking,SWS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Alterations,Tie Repair,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Alterations,Trouser Button Replacement,TBR,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Alterations,Trouser Gum Patch,TGP,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Alterations,Trouser Hemming,TH,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Alterations,Trouser Length,Tle,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Alterations,Trouser Loop Repair,TLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Alterations,Trouser Waist Reduction,TWR,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Alterations,Trouser Zip,TZ,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Alterations,Zip replacement Duvet Cover,ZRDC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
